table,column,dtype,non_null,n_unique,example,provenance
creators,content_emoji_mean,float32,2000,1,0.0,measured — NLP pipeline over the creator's captions
creators,content_words_mean,float32,2000,1232,16.714284896850586,measured — NLP pipeline over the creator's captions
creators,content_words_std,float32,2000,1973,5.266829967498779,measured — NLP pipeline over the creator's captions
creators,content_caps_ratio,float32,2000,2000,0.02118312008678913,measured — NLP pipeline over the creator's captions
creators,content_exclamations,float32,2000,1,0.0,measured — NLP pipeline over the creator's captions
creators,content_promo_rate,float32,2000,280,0.20000000298023224,measured — NLP pipeline over the creator's captions
creators,content_disclosure_rate,float32,2000,207,0.05714285746216774,measured — NLP pipeline over the creator's captions
creators,content_cta_rate,float32,2000,277,0.20000000298023224,measured — NLP pipeline over the creator's captions
creators,content_question_rate,float32,2000,206,0.1428571492433548,measured — NLP pipeline over the creator's captions
creators,content_brand_mention_rate,float32,2000,261,0.2571428716182709,measured — NLP pipeline over the creator's captions
creators,content_product_mention_rate,float32,2000,427,0.37142857909202576,measured — NLP pipeline over the creator's captions
creators,content_vader_mean,float32,2000,1997,0.18664857745170593,measured — NLP pipeline over the creator's captions
creators,content_vader_std,float32,2000,2000,0.5273022055625916,measured — NLP pipeline over the creator's captions
creators,content_roberta_p_positive,float32,2000,2000,0.5806556344032288,measured — NLP pipeline over the creator's captions
creators,content_roberta_p_negative,float32,2000,1999,0.08760154992341995,measured — NLP pipeline over the creator's captions
creators,content_irony_rate,float32,2000,3,0.0,measured — NLP pipeline over the creator's captions
creators,content_irony_prob_mean,float32,2000,2000,0.08502651005983353,measured — NLP pipeline over the creator's captions
creators,content_nrc_anger,float32,2000,1949,0.12650896608829498,measured — NLP pipeline over the creator's captions
creators,content_nrc_anticipation,float32,2000,1982,0.20854660868644714,measured — NLP pipeline over the creator's captions
creators,content_nrc_disgust,float32,2000,1889,0.03971655294299126,measured — NLP pipeline over the creator's captions
creators,content_nrc_fear,float32,2000,1905,0.06910359114408493,measured — NLP pipeline over the creator's captions
creators,content_nrc_joy,float32,2000,1979,0.12677758932113647,measured — NLP pipeline over the creator's captions
creators,content_nrc_sadness,float32,2000,1965,0.18711978197097778,measured — NLP pipeline over the creator's captions
creators,content_nrc_surprise,float32,2000,1083,0.03208545595407486,measured — NLP pipeline over the creator's captions
creators,content_nrc_trust,float32,2000,1983,0.18157002329826355,measured — NLP pipeline over the creator's captions
creators,content_share_negative,float32,2000,7,0.0,measured — NLP pipeline over the creator's captions
creators,content_share_neutral,float32,2000,9,0.4000000059604645,measured — NLP pipeline over the creator's captions
creators,content_share_positive,float32,2000,10,0.6000000238418579,measured — NLP pipeline over the creator's captions
creators,content_topic_entropy,float32,2000,1227,1.114688515663147,measured — NLP pipeline over the creator's captions
creators,content_n_topics,int8,2000,6,3,measured — NLP pipeline over the creator's captions
creators,content_dominant_topic,int8,2000,12,4,measured — NLP pipeline over the creator's captions
creators,content_outlier_rate,float32,2000,212,0.20000000298023224,measured — NLP pipeline over the creator's captions
creators,predicted_campaign_er,float32,2000,2000,0.013571822084486485,model output — LightGBM performance or price model
creators,predicted_total_engagements,float32,2000,2000,288.83551025390625,model output — LightGBM performance or price model
creators,score_rate,float32,2000,1001,21.200000762939453,model output — LightGBM performance or price model
creators,score_reach,float32,2000,1001,47.400001525878906,model output — LightGBM performance or price model
creators,score_balanced,float32,2000,878,18.100000381469727,model output — LightGBM performance or price model
creators,performance_score,float32,2000,1001,21.200000762939453,model output — LightGBM performance or price model
creators,band_rate,object,2000,3,Low,derived
creators,band_reach,object,2000,3,Medium,derived
creators,band_balanced,object,2000,3,Low,derived
creators,performance_band,object,2000,3,Low,derived
creators,price_estimate_inr,float32,2000,1941,16938.0,model output — LightGBM performance or price model
creators,price_low_inr,float32,2000,1922,12088.0,model output — LightGBM performance or price model
creators,price_high_inr,float32,2000,1961,23322.0,model output — LightGBM performance or price model
creators,name,object,2000,1343,Kavya Das,"presentation — generated deterministically from the creator id, never a model input"
creators,nectar_handle,object,2000,2000,@kavyadas,"presentation — generated deterministically from the creator id, never a model input"
creators,handle_original,object,2000,1598,@urban_ish_hq718,derived
creators,initials,object,2000,235,KD,"presentation — generated deterministically from the creator id, never a model input"
creators,avatar_color,object,2000,10,#2E7D32,"presentation — generated deterministically from the creator id, never a model input"
creators,city,object,2000,36,New York,"presentation — generated deterministically from the creator id, never a model input"
creators,bio,object,2000,12,"Finance in plain language. No tips, no calls.","presentation — generated deterministically from the creator id, never a model input"
creators,categories,object,2000,132,"[""Finance"", ""Gaming""]",derived
creators,platforms,object,2000,1972,"{""Instagram"": 21282, ""YouTube"": 10002.0, ""Moj"": null, ""Josh""",derived
creators,platform_names,object,2000,16,"[""Instagram"", ""YouTube""]",derived
creators,audience_age,object,2000,5,"[{""range"": ""13-17"", ""pct"": 42}, {""range"": ""18-24"", ""pct"": 26",generated — the synthetic creator universe (src/data/generate_synthetic.py)
creators,audience_gender,object,2000,93,"[{""label"": ""Female"", ""pct"": 73}, {""label"": ""Male"", ""pct"": 27",generated — the synthetic creator universe (src/data/generate_synthetic.py)
creators,audience_locations,object,2000,36,"[{""city"": ""London"", ""pct"": 38}, {""city"": ""Toronto"", ""pct"": 2",generated — the synthetic creator universe (src/data/generate_synthetic.py)
creators,availability,object,2000,3,Unavailable,"presentation — generated deterministically from the creator id, never a model input"
creators,available_window,object,2000,145,Booked through Sept,"presentation — generated deterministically from the creator id, never a model input"
creators,rate_reel,float64,2000,740,16900.0,model output — LightGBM performance or price model
creators,rate_story,float64,2000,456,5900.0,model output — LightGBM performance or price model
creators,rate_carousel,float64,2000,631,11900.0,model output — LightGBM performance or price model
creators,rate_from,float64,2000,456,5900.0,model output — LightGBM performance or price model
creators,verified,bool,2000,2,false,derived
campaigns,campaign_id,object,6,6,CMP00,identifier
campaigns,brand_id,object,6,6,BRD0002,identifier
campaigns,brand_name,object,6,6,Minimalist Labs,derived
campaigns,name,object,6,6,Monsoon Skin Reset,"presentation — generated deterministically from the creator id, never a model input"
campaigns,category,object,6,6,Beauty,derived
campaigns,status,object,6,3,Live,simulated — the transactional layer (src/nectar/build_pipeline.py)
campaigns,objective,object,6,3,Awareness,derived
campaigns,description,object,6,3,Maximise qualified reach in the target segment.,derived
campaigns,budget_inr,float64,6,6,750000.0,derived
campaigns,annual_brand_budget_inr,float64,6,1,3000000.0,derived
campaigns,spent_inr,float64,6,6,569800.0,derived
campaigns,progress,float64,6,6,0.76,derived
campaigns,start_date,object,6,2,2026-08-01,derived
campaigns,end_date,object,6,2,2026-09-30,derived
campaigns,target_geo,object,6,4,MENA,derived
campaigns,target_age_band,object,6,2,18-24,derived
campaigns,brand_keywords,object,6,6,cream blush|niacinamide serum|sunscreen,derived
campaigns,competitor_brands,object,6,6,Maybelline|Lakme,derived
campaigns,deliverables,object,6,6,"[{""type"": ""Reel"", ""qty"": 2, ""platform"": ""Instagram""}, {""type",derived
campaigns,deliverable_label,object,6,6,"2 Reel, 3 Story",derived
campaigns,max_per_creator,float64,6,6,160000.0,derived
campaigns,min_followers,int64,6,5,3000,derived
campaigns,payment_type,object,6,1,Paid,simulated — the transactional layer (src/nectar/build_pipeline.py)
campaigns,creators_count,int64,6,6,12,derived
creator_terms,influencer_id,object,80000,2000,INF00000,identifier
creator_terms,term,object,80000,774,tax,derived - TF-IDF over creator captions and keywords (src/nectar/build_terms.py)
creator_terms,weight,float32,80000,68561,0.22313334047794342,derived - TF-IDF over creator captions and keywords (src/nectar/build_terms.py)
vocabulary,term,object,780,780,academy,derived - TF-IDF over creator captions and keywords (src/nectar/build_terms.py)
vocabulary,df,int64,780,270,166,derived - TF-IDF over creator captions and keywords (src/nectar/build_terms.py)
vocabulary,idf,float64,780,270,3.4834085221669784,derived - TF-IDF over creator captions and keywords (src/nectar/build_terms.py)
brand_mentions,influencer_id,object,12117,2000,INF00000,identifier
brand_mentions,brand,object,12117,73,groww,derived
brand_mentions,n_mentions,int64,12117,10,3,generated - brand mentions in the synthetic post corpus
brand_mentions,n_paid,int64,12117,10,3,generated - brand mentions in the synthetic post corpus
brand_mentions,days_ago_min,int64,12117,364,135,generated - brand mentions in the synthetic post corpus
campaign_fit,brand_fit,float64,12000,3154,0.8825,model output — brand-fit composite (src/models/brandfit.py)
campaign_fit,brand_fit_ungated,float64,12000,2460,0.8825,model output — brand-fit composite (src/models/brandfit.py)
campaign_fit,gate_multiplier,float64,12000,3,1.0,derived
campaign_fit,gate_reasons,object,12000,35,,derived
campaign_fit,fit_semantic_similarity,float64,12000,289,0.756,model output — brand-fit composite (src/models/brandfit.py)
campaign_fit,fit_category_match,float64,12000,3,1.0,model output — brand-fit composite (src/models/brandfit.py)
campaign_fit,fit_audience_match,float64,12000,4,1.0,model output — brand-fit composite (src/models/brandfit.py)
campaign_fit,fit_content_safety,float64,12000,13,0.92,model output — brand-fit composite (src/models/brandfit.py)
campaign_fit,fit_consistency,float64,12000,962,0.6882,model output — brand-fit composite (src/models/brandfit.py)
campaign_fit,brand_id,object,12000,6,BRD0002,identifier
campaign_fit,influencer_id,object,12000,2000,INF01951,identifier
campaign_fit,semantic_cosine,float64,12000,324,0.512,model output — brand-fit composite (src/models/brandfit.py)
campaign_fit,semantic_imputed,bool,12000,2,false,model output — brand-fit composite (src/models/brandfit.py)
campaign_fit,campaign_id,object,12000,6,CMP00,identifier
campaign_fit,name_campaign,object,12000,6,Monsoon Skin Reset,"presentation — generated deterministically from the creator id, never a model input"
campaign_fit,budget_inr,float64,12000,6,750000.0,derived
campaign_fit,max_per_creator,float64,12000,6,160000.0,derived
campaign_fit,min_followers,int64,12000,5,3000,derived
campaign_fit,deliverables,object,12000,6,"[{""type"": ""Reel"", ""qty"": 2, ""platform"": ""Instagram""}, {""type",derived
campaign_fit,deliverable_label,object,12000,6,"2 Reel, 3 Story",derived
campaign_fit,name,object,12000,1343,Manav Nair,"presentation — generated deterministically from the creator id, never a model input"
campaign_fit,nectar_handle,object,12000,2000,@manavnair,"presentation — generated deterministically from the creator id, never a model input"
campaign_fit,initials,object,12000,235,MN,"presentation — generated deterministically from the creator id, never a model input"
campaign_fit,avatar_color,object,12000,10,#C2185B,"presentation — generated deterministically from the creator id, never a model input"
campaign_fit,city,object,12000,36,Dubai,"presentation — generated deterministically from the creator id, never a model input"
campaign_fit,bio,object,12000,12,"Beauty creator. Honest reviews, everyday routines.","presentation — generated deterministically from the creator id, never a model input"
campaign_fit,categories,object,12000,132,"[""Beauty"", ""Finance""]",derived
campaign_fit,platform_names,object,12000,16,"[""Instagram"", ""YouTube""]",derived
campaign_fit,followers,int32,12000,1844,12728,generated — the synthetic creator universe (src/data/generate_synthetic.py)
campaign_fit,follower_tier,object,12000,5,Micro,generated — the synthetic creator universe (src/data/generate_synthetic.py)
campaign_fit,engagement_rate,float32,12000,2000,0.027507396414875984,generated — the synthetic creator universe (src/data/generate_synthetic.py)
campaign_fit,er_vs_benchmark,float32,12000,2000,0.6371029615402222,generated — the synthetic creator universe (src/data/generate_synthetic.py)
campaign_fit,avg_views,int32,12000,1897,8003,generated — the synthetic creator universe (src/data/generate_synthetic.py)
campaign_fit,follower_growth_rate,float32,12000,2000,0.031113728880882263,generated — the synthetic creator universe (src/data/generate_synthetic.py)
campaign_fit,comments_to_likes,float32,12000,2000,0.0461401641368866,generated — the synthetic creator universe (src/data/generate_synthetic.py)
campaign_fit,content_promo_rate,float32,12000,280,0.29032257199287415,measured — NLP pipeline over the creator's captions
campaign_fit,content_irony_rate,float32,12000,3,0.0,measured — NLP pipeline over the creator's captions
campaign_fit,pagerank_pct,float32,12000,1920,0.7195000052452087,measured — co-behaviour graph (src/network/sna.py)
campaign_fit,primary_niche,object,12000,12,Beauty,derived
campaign_fit,verified,bool,12000,2,false,derived
campaign_fit,availability,object,12000,3,Available,"presentation — generated deterministically from the creator id, never a model input"
campaign_fit,available_window,object,12000,145,5–20 Sept,"presentation — generated deterministically from the creator id, never a model input"
campaign_fit,rate_reel,float64,12000,740,10400.0,model output — LightGBM performance or price model
campaign_fit,rate_story,float64,12000,456,3700.0,model output — LightGBM performance or price model
campaign_fit,rate_carousel,float64,12000,631,7300.0,model output — LightGBM performance or price model
campaign_fit,rate_from,float64,12000,456,3700.0,model output — LightGBM performance or price model
campaign_fit,price_estimate_inr,float32,12000,1941,10432.0,model output — LightGBM performance or price model
campaign_fit,score_rate,float32,12000,1001,70.5999984741211,model output — LightGBM performance or price model
campaign_fit,score_reach,float32,12000,1001,56.400001525878906,model output — LightGBM performance or price model
campaign_fit,score_balanced,float32,12000,878,77.69999694824219,model output — LightGBM performance or price model
campaign_fit,predicted_campaign_er,float32,12000,2000,0.03096867725253105,model output — LightGBM performance or price model
campaign_fit,audience_age,object,12000,5,"[{""range"": ""13-17"", ""pct"": 22}, {""range"": ""18-24"", ""pct"": 35",generated — the synthetic creator universe (src/data/generate_synthetic.py)
campaign_fit,audience_gender,object,12000,93,"[{""label"": ""Female"", ""pct"": 74}, {""label"": ""Male"", ""pct"": 26",generated — the synthetic creator universe (src/data/generate_synthetic.py)
campaign_fit,audience_locations,object,12000,36,"[{""city"": ""Doha"", ""pct"": 38}, {""city"": ""Riyadh"", ""pct"": 24},",generated — the synthetic creator universe (src/data/generate_synthetic.py)
campaign_fit,platforms,object,12000,1972,"{""Instagram"": 12728, ""YouTube"": 5473.0, ""Snapchat"": null, ""M",derived
campaign_fit,posting_frequency_month,float32,12000,2000,10.146073341369629,generated — the synthetic creator universe (src/data/generate_synthetic.py)
campaign_fit,fit_composite,float64,12000,379,88.2,model output — brand-fit composite (src/models/brandfit.py)
campaign_fit,campaign_fit,float64,12000,1000,100.0,model output — brand-fit composite (src/models/brandfit.py)
campaign_fit,org_composite,float64,12000,307,85.5,derived
campaign_fit,org_fit,float64,12000,253,92.7,model output — brand-fit composite (src/models/brandfit.py)
campaign_fit,fit_band,object,12000,3,High fit,model output — brand-fit composite (src/models/brandfit.py)
campaign_fit,org_band,object,12000,3,High fit,derived
campaign_fit,blocked,bool,12000,1,false,derived
campaign_fit,ad_saturated,bool,12000,2,false,derived
campaign_fit,safety_flags,object,12000,35,[],derived
campaign_fit,brief_fee_inr,float64,12000,2696,31900.0,model output — LightGBM performance or price model
campaign_fit,within_budget,bool,12000,2,true,derived
campaign_fit,meets_audience_floor,bool,12000,2,true,derived
campaign_fit,eligible,bool,12000,2,true,derived
campaign_fit,fit_budget,float64,12000,101,100.0,model output — brand-fit composite (src/models/brandfit.py)
campaign_fit,fit_audience,float64,12000,4,100.0,model output — brand-fit composite (src/models/brandfit.py)
campaign_fit,fit_category,float64,12000,3,100.0,model output — brand-fit composite (src/models/brandfit.py)
campaign_fit,fit_deliverable,float64,12000,45,69.0,model output — brand-fit composite (src/models/brandfit.py)
campaign_fit,rank_best,int64,12000,2000,1,derived
campaign_fit,rank_engagement,int64,12000,2000,611,derived
campaign_fit,rank_reach,int64,12000,2000,688,derived
campaign_fit,pool_size,int64,12000,1,2000,derived
campaign_fit,eligible_pool_size,int64,12000,6,1252,derived
campaign_fit,what_helped,object,12000,1660,"[""Beauty is exactly the brief's category"", ""Audience geograp",derived
campaign_fit,what_held_back,object,12000,612,"[""Engagement is 0.6\u00d7 the benchmark for this size""]",derived
campaign_fit,match_reasons,object,12000,365,"[""Beauty is exactly the brief's category"", ""Audience geograp",derived
requests,request_id,object,194,194,MN-2026-100,identifier
requests,campaign_id,object,194,5,CMP00,identifier
requests,campaign_name,object,194,5,Monsoon Skin Reset,derived
requests,brand_name,object,194,5,Minimalist Labs,derived
requests,brand_category,object,194,5,Beauty,derived
requests,influencer_id,object,194,194,INF01951,identifier
requests,creator_name,object,194,185,Manav Nair,derived
requests,creator_handle,object,194,194,@manavnair,derived
requests,initials,object,194,112,MN,"presentation — generated deterministically from the creator id, never a model input"
requests,avatar_color,object,194,10,#C2185B,"presentation — generated deterministically from the creator id, never a model input"
requests,followers,int64,194,194,12728,generated — the synthetic creator universe (src/data/generate_synthetic.py)
requests,campaign_fit,float64,194,39,100.0,model output — brand-fit composite (src/models/brandfit.py)
requests,org_fit,float64,194,106,92.7,model output — brand-fit composite (src/models/brandfit.py)
requests,stage_index,int64,194,9,8,simulated — the transactional layer (src/nectar/build_pipeline.py)
requests,status,object,194,10,Paid,simulated — the transactional layer (src/nectar/build_pipeline.py)
requests,fee_inr,float64,194,166,31900.0,generated — the synthetic universe's realised outcome
requests,counter_fee_inr,float64,24,23,NaN,simulated — the transactional layer (src/nectar/build_pipeline.py)
requests,deliverables,object,194,5,"2 Reel, 3 Story",derived
requests,sent_at,object,194,20,2026-08-15,simulated — the transactional layer (src/nectar/build_pipeline.py)
requests,viewed_at,object,170,20,2026-08-16,simulated — the transactional layer (src/nectar/build_pipeline.py)
requests,responded_at,object,95,20,2026-08-18,simulated — the transactional layer (src/nectar/build_pipeline.py)
requests,deadline,object,194,2,2026-09-30,derived
requests,payment,object,194,1,Paid,simulated — the transactional layer (src/nectar/build_pipeline.py)
requests,usage_rights,object,194,1,30 days,simulated — the transactional layer (src/nectar/build_pipeline.py)
requests,exclusivity,object,194,1,No,simulated — the transactional layer (src/nectar/build_pipeline.py)
messages,request_id,object,313,170,MN-2026-100,identifier
messages,seq,int64,313,3,0,simulated — the transactional layer (src/nectar/build_pipeline.py)
messages,sender,object,313,2,brand,simulated — the transactional layer (src/nectar/build_pipeline.py)
messages,sender_name,object,313,98,Minimalist Labs,simulated — the transactional layer (src/nectar/build_pipeline.py)
messages,timestamp,object,313,39,2026-08-15,derived
messages,body,object,313,143,Hi Manav — we'd love to have you for Monsoon Skin Reset. Her,simulated — the transactional layer (src/nectar/build_pipeline.py)
messages,offer_inr,float64,265,164,31900.0,simulated — the transactional layer (src/nectar/build_pipeline.py)
messages,offer_note,object,265,11,"2 Reel, 3 Story · 2026-09-30",simulated — the transactional layer (src/nectar/build_pipeline.py)
funnel,campaign_id,object,45,5,CMP00,identifier
funnel,stage,object,45,9,Drafted,derived
funnel,stage_index,int64,45,9,0,simulated — the transactional layer (src/nectar/build_pipeline.py)
funnel,count,int64,45,19,42,derived
campaign_summary,campaign_id,object,6,6,CMP00,identifier
campaign_summary,spend,float64,6,6,569800.0,derived
campaign_summary,reach,float64,6,6,364175.0,derived
campaign_summary,engagements,float64,6,6,27372.0,derived
campaign_summary,creators,float64,6,6,12.0,derived
campaign_summary,name,object,6,6,Monsoon Skin Reset,"presentation — generated deterministically from the creator id, never a model input"
campaign_summary,category,object,6,6,Beauty,derived
campaign_summary,budget_inr,float64,6,6,750000.0,derived
campaign_summary,status,object,6,3,Live,simulated — the transactional layer (src/nectar/build_pipeline.py)
campaign_summary,avg_cpe,float64,5,5,20.82,generated — the synthetic creator universe (src/data/generate_synthetic.py)
campaign_summary,avg_cpr,float64,5,5,1.565,generated — the synthetic creator universe (src/data/generate_synthetic.py)
campaign_summary,budget_used,float64,6,6,0.76,derived
campaign_summary,predicted_er,float64,6,6,0.022759653814631128,model output — LightGBM performance or price model
campaign_summary,actual_er,float64,6,6,0.022882703949135746,generated — the synthetic universe's realised outcome
campaign_summary,n_campaigns,int64,6,6,166,derived
campaign_summary,vs_predicted,float64,6,6,0.5,derived
campaign_summary,predicted_reach,float64,6,6,362363.0,model output — LightGBM performance or price model
campaign_summary,predicted_engagements,float64,6,6,27236.0,model output — LightGBM performance or price model
creator_performance,request_id,object,71,71,MN-2026-100,identifier
creator_performance,campaign_id,object,71,5,CMP00,identifier
creator_performance,campaign_name,object,71,5,Monsoon Skin Reset,derived
creator_performance,brand_name,object,71,5,Minimalist Labs,derived
creator_performance,brand_category,object,71,5,Beauty,derived
creator_performance,influencer_id,object,71,71,INF01951,identifier
creator_performance,creator_name,object,71,71,Manav Nair,derived
creator_performance,creator_handle,object,71,71,@manavnair,derived
creator_performance,initials,object,71,50,MN,"presentation — generated deterministically from the creator id, never a model input"
creator_performance,avatar_color,object,71,10,#C2185B,"presentation — generated deterministically from the creator id, never a model input"
creator_performance,followers,int64,71,71,12728,generated — the synthetic creator universe (src/data/generate_synthetic.py)
creator_performance,campaign_fit,float64,71,18,100.0,model output — brand-fit composite (src/models/brandfit.py)
creator_performance,org_fit,float64,71,52,92.7,model output — brand-fit composite (src/models/brandfit.py)
creator_performance,stage_index,int64,71,5,8,simulated — the transactional layer (src/nectar/build_pipeline.py)
creator_performance,status,object,71,5,Paid,simulated — the transactional layer (src/nectar/build_pipeline.py)
creator_performance,fee_inr,float64,71,66,31900.0,generated — the synthetic universe's realised outcome
creator_performance,counter_fee_inr,float64,0,0,,simulated — the transactional layer (src/nectar/build_pipeline.py)
creator_performance,deliverables,object,71,5,"2 Reel, 3 Story",derived
creator_performance,sent_at,object,71,20,2026-08-15,simulated — the transactional layer (src/nectar/build_pipeline.py)
creator_performance,viewed_at,object,71,20,2026-08-16,simulated — the transactional layer (src/nectar/build_pipeline.py)
creator_performance,responded_at,object,71,20,2026-08-18,simulated — the transactional layer (src/nectar/build_pipeline.py)
creator_performance,deadline,object,71,2,2026-09-30,derived
creator_performance,payment,object,71,1,Paid,simulated — the transactional layer (src/nectar/build_pipeline.py)
creator_performance,usage_rights,object,71,1,30 days,simulated — the transactional layer (src/nectar/build_pipeline.py)
creator_performance,exclusivity,object,71,1,No,simulated — the transactional layer (src/nectar/build_pipeline.py)
creator_performance,avg_reach,int32,71,71,5825,generated — the synthetic creator universe (src/data/generate_synthetic.py)
creator_performance,engagement_rate,float32,71,71,0.027507396414875984,generated — the synthetic creator universe (src/data/generate_synthetic.py)
creator_performance,avg_views,int32,71,71,8003,generated — the synthetic creator universe (src/data/generate_synthetic.py)
creator_performance,reach,int64,71,71,29125,derived
creator_performance,engagements,float64,71,70,1751.0,derived
creator_performance,cost,float64,71,66,31900.0,derived
creator_performance,cpe,float64,71,71,18.22,derived
creator_performance,cpr,float64,71,70,1.095,derived
creator_history,request_id,object,1417,1417,OM-H0000,identifier
creator_history,influencer_id,object,1417,400,INF01268,identifier
creator_history,brand_id,object,1417,120,BRD0084,identifier
creator_history,brand_name,object,1417,102,Kuvera Labs,derived
creator_history,brand_category,object,1417,12,Finance,derived
creator_history,campaign_name,object,1417,264,Kuvera Edit,derived
creator_history,deliverables,object,1417,6,3 Reel,derived
creator_history,fee_inr,float64,1417,686,3600.0,generated — the synthetic universe's realised outcome
creator_history,counter_fee_inr,float64,158,151,NaN,simulated — the transactional layer (src/nectar/build_pipeline.py)
creator_history,status,object,1417,7,Approved,simulated — the transactional layer (src/nectar/build_pipeline.py)
creator_history,stage_index,int64,1417,6,7,simulated — the transactional layer (src/nectar/build_pipeline.py)
creator_history,campaign_fit,float64,1417,34,87.0,model output — brand-fit composite (src/models/brandfit.py)
creator_history,month,object,1417,6,Mar,simulated — the transactional layer (src/nectar/build_pipeline.py)
creator_history,date,object,1417,162,2026-03-16,derived
creator_history,deadline,object,1417,96,2026-03-28,derived
creator_history,creator_name,object,1417,369,Om Malhotra,derived
creator_history,creator_handle,object,1417,400,@ommalhotra,derived
creator_history,initials,object,1417,163,OM,"presentation — generated deterministically from the creator id, never a model input"
creator_history,avatar_color,object,1417,10,#2E7D8F,"presentation — generated deterministically from the creator id, never a model input"
creator_history,payment,object,1417,1,Paid,simulated — the transactional layer (src/nectar/build_pipeline.py)
creator_history,usage_rights,object,1417,1,30 days,simulated — the transactional layer (src/nectar/build_pipeline.py)
creator_history,exclusivity,object,1417,1,No,simulated — the transactional layer (src/nectar/build_pipeline.py)
earnings,influencer_id,object,2124,354,INF00002,identifier
earnings,month,object,2124,6,Mar,simulated — the transactional layer (src/nectar/build_pipeline.py)
earnings,amount,float64,2124,439,0.0,derived
category_fit,influencer_id,object,24000,2000,INF00000,identifier
category_fit,category,object,24000,12,Finance,derived
category_fit,fit,float64,24000,3047,0.7828,derived
category_fit,fit_pct,float64,24000,42,78.0,model output — brand-fit composite (src/models/brandfit.py)
category_fit,brands,int64,24000,8,11,derived
model_calibration,brand_category,object,12,12,Automotive,derived
model_calibration,predicted_er,float64,12,12,0.013324607465498817,model output — LightGBM performance or price model
model_calibration,actual_er,float64,12,12,0.012942518275873385,generated — the synthetic universe's realised outcome
model_calibration,n_campaigns,int64,12,12,223,derived
brands,brand_id,object,120,120,BRD0000,identifier
brands,brand_name,object,120,102,Cult Fit Group,derived
brands,category,object,120,12,Fitness,derived
brands,target_geo,object,120,7,MENA,derived
