table,column,dtype,non_null,n_unique,example,provenance
creators,n_posts_analysed,int8,2000,29,35,derived
creators,content_hashtags_mean,float32,2000,704,5.685714244842529,measured — NLP pipeline over the creator's captions
creators,content_hashtags_std,float32,2000,1804,2.4467437267303467,measured — NLP pipeline over the creator's captions
creators,content_mentions_mean,float32,2000,1,0.0,measured — NLP pipeline over the creator's captions
creators,content_emoji_mean,float32,2000,1,0.0,measured — NLP pipeline over the creator's captions
creators,content_words_mean,float32,2000,1232,16.714284896850586,measured — NLP pipeline over the creator's captions
creators,content_words_std,float32,2000,1973,5.266829967498779,measured — NLP pipeline over the creator's captions
creators,content_caps_ratio,float32,2000,2000,0.02118312008678913,measured — NLP pipeline over the creator's captions
creators,content_exclamations,float32,2000,1,0.0,measured — NLP pipeline over the creator's captions
creators,content_promo_rate,float32,2000,280,0.20000000298023224,measured — NLP pipeline over the creator's captions
creators,content_disclosure_rate,float32,2000,207,0.05714285746216774,measured — NLP pipeline over the creator's captions
creators,content_cta_rate,float32,2000,277,0.20000000298023224,measured — NLP pipeline over the creator's captions
creators,content_question_rate,float32,2000,206,0.1428571492433548,measured — NLP pipeline over the creator's captions
creators,content_brand_mention_rate,float32,2000,261,0.2571428716182709,measured — NLP pipeline over the creator's captions
creators,content_product_mention_rate,float32,2000,427,0.37142857909202576,measured — NLP pipeline over the creator's captions
creators,content_vader_mean,float32,2000,1997,0.18664857745170593,measured — NLP pipeline over the creator's captions
creators,content_vader_std,float32,2000,2000,0.5273022055625916,measured — NLP pipeline over the creator's captions
creators,content_roberta_p_positive,float32,2000,2000,0.5806556344032288,measured — NLP pipeline over the creator's captions
creators,content_roberta_p_negative,float32,2000,1999,0.08760154992341995,measured — NLP pipeline over the creator's captions
creators,content_irony_rate,float32,2000,3,0.0,measured — NLP pipeline over the creator's captions
creators,content_irony_prob_mean,float32,2000,2000,0.08502651005983353,measured — NLP pipeline over the creator's captions
creators,content_nrc_anger,float32,2000,1949,0.12650896608829498,measured — NLP pipeline over the creator's captions
creators,content_nrc_anticipation,float32,2000,1982,0.20854660868644714,measured — NLP pipeline over the creator's captions
creators,content_nrc_disgust,float32,2000,1889,0.03971655294299126,measured — NLP pipeline over the creator's captions
creators,content_nrc_fear,float32,2000,1905,0.06910359114408493,measured — NLP pipeline over the creator's captions
creators,content_nrc_joy,float32,2000,1979,0.12677758932113647,measured — NLP pipeline over the creator's captions
creators,content_nrc_sadness,float32,2000,1965,0.18711978197097778,measured — NLP pipeline over the creator's captions
creators,content_nrc_surprise,float32,2000,1083,0.03208545595407486,measured — NLP pipeline over the creator's captions
creators,content_nrc_trust,float32,2000,1983,0.18157002329826355,measured — NLP pipeline over the creator's captions
creators,content_share_negative,float32,2000,7,0.0,measured — NLP pipeline over the creator's captions
creators,content_share_neutral,float32,2000,9,0.4000000059604645,measured — NLP pipeline over the creator's captions
creators,content_share_positive,float32,2000,10,0.6000000238418579,measured — NLP pipeline over the creator's captions
creators,content_topic_entropy,float32,2000,1227,1.114688515663147,measured — NLP pipeline over the creator's captions
creators,content_n_topics,int8,2000,6,3,measured — NLP pipeline over the creator's captions
creators,content_dominant_topic,int8,2000,12,4,measured — NLP pipeline over the creator's captions
creators,content_outlier_rate,float32,2000,212,0.20000000298023224,measured — NLP pipeline over the creator's captions
creators,predicted_campaign_er,float32,2000,2000,0.011428393423557281,model output — LightGBM performance or price model
creators,predicted_total_engagements,float32,2000,2000,243.2190704345703,model output — LightGBM performance or price model
creators,score_rate,float32,2000,1001,18.799999237060547,model output — LightGBM performance or price model
creators,score_reach,float32,2000,1001,46.099998474121094,model output — LightGBM performance or price model
creators,score_balanced,float32,2000,890,16.5,model output — LightGBM performance or price model
creators,performance_score,float32,2000,1001,18.799999237060547,model output — LightGBM performance or price model
creators,band_rate,str,2000,3,Low,derived
creators,band_reach,str,2000,3,Medium,derived
creators,band_balanced,str,2000,3,Low,derived
creators,performance_band,str,2000,3,Low,derived
creators,price_estimate_inr,float32,2000,1946,16525.0,model output — LightGBM performance or price model
creators,price_low_inr,float32,2000,1925,12080.0,model output — LightGBM performance or price model
creators,price_high_inr,float32,2000,1955,22627.0,model output — LightGBM performance or price model
creators,name,str,2000,1343,Kavya Das,"presentation — generated deterministically from the creator id, never a model input"
creators,nectar_handle,str,2000,2000,@kavyadas,"presentation — generated deterministically from the creator id, never a model input"
creators,handle_original,str,2000,1598,@urban_ish_hq718,derived
creators,initials,str,2000,235,KD,"presentation — generated deterministically from the creator id, never a model input"
creators,avatar_color,str,2000,10,#2E7D32,"presentation — generated deterministically from the creator id, never a model input"
creators,city,str,2000,36,New York,"presentation — generated deterministically from the creator id, never a model input"
creators,bio,str,2000,12,"Finance in plain language. No tips, no calls.","presentation — generated deterministically from the creator id, never a model input"
creators,categories,object,2000,132,"[""Finance"", ""Gaming""]",derived
creators,platforms,object,2000,1972,"{""Instagram"": 21282, ""YouTube"": 10002.0, ""Moj"": null, ""Josh""",derived
creators,platform_names,object,2000,16,"[""Instagram"", ""YouTube""]",derived
creators,audience_age,object,2000,5,"[{""range"": ""13-17"", ""pct"": 42}, {""range"": ""18-24"", ""pct"": 26",generated — the synthetic creator universe (src/data/generate_synthetic.py)
creators,audience_gender,object,2000,93,"[{""label"": ""Female"", ""pct"": 73}, {""label"": ""Male"", ""pct"": 27",generated — the synthetic creator universe (src/data/generate_synthetic.py)
creators,audience_locations,object,2000,36,"[{""city"": ""London"", ""pct"": 38}, {""city"": ""Toronto"", ""pct"": 2",generated — the synthetic creator universe (src/data/generate_synthetic.py)
creators,availability,str,2000,3,Unavailable,"presentation — generated deterministically from the creator id, never a model input"
creators,available_window,str,2000,145,Booked through Sept,"presentation — generated deterministically from the creator id, never a model input"
creators,rate_reel,float64,2000,736,16500.0,model output — LightGBM performance or price model
creators,rate_story,float64,2000,444,5800.0,model output — LightGBM performance or price model
creators,rate_carousel,float64,2000,621,11600.0,model output — LightGBM performance or price model
creators,rate_from,float64,2000,444,5800.0,model output — LightGBM performance or price model
creators,verified,bool,2000,2,false,derived
campaigns,campaign_id,str,6,6,CMP00,identifier
campaigns,brand_id,str,6,6,BRD0002,identifier
campaigns,brand_name,str,6,6,Minimalist Labs,derived
campaigns,name,str,6,6,Monsoon Skin Reset,"presentation — generated deterministically from the creator id, never a model input"
campaigns,category,str,6,6,Beauty,derived
campaigns,status,str,6,3,Live,simulated — the transactional layer (src/nectar/build_pipeline.py)
campaigns,objective,str,6,3,Awareness,derived
campaigns,description,str,6,3,Maximise qualified reach in the target segment.,derived
campaigns,budget_inr,float64,6,6,750000.0,derived
campaigns,annual_brand_budget_inr,float64,6,1,3000000.0,derived
campaigns,spent_inr,float64,6,6,583900.0,derived
campaigns,progress,float64,6,6,0.779,derived
campaigns,start_date,str,6,2,2026-08-01,derived
campaigns,end_date,str,6,2,2026-09-30,derived
campaigns,target_geo,str,6,4,MENA,derived
campaigns,target_age_band,str,6,2,18-24,derived
campaigns,brand_keywords,str,6,6,cream blush|niacinamide serum|sunscreen,derived
campaigns,competitor_brands,str,6,6,Maybelline|Lakme,derived
campaigns,deliverables,object,6,6,"[{""type"": ""Reel"", ""qty"": 2, ""platform"": ""Instagram""}, {""type",derived
campaigns,deliverable_label,str,6,6,"2 Reel, 3 Story",derived
campaigns,max_per_creator,float64,6,6,160000.0,derived
campaigns,min_followers,int64,6,5,3000,derived
campaigns,payment_type,str,6,1,Paid,simulated — the transactional layer (src/nectar/build_pipeline.py)
campaigns,creators_count,int64,6,4,13,derived
campaign_fit,brand_fit,float64,12000,3154,0.8874,model output — brand-fit composite (src/models/brandfit.py)
campaign_fit,brand_fit_ungated,float64,12000,2460,0.8874,model output — brand-fit composite (src/models/brandfit.py)
campaign_fit,gate_multiplier,float64,12000,3,1.0,derived
campaign_fit,gate_reasons,str,12000,35,,derived
campaign_fit,fit_semantic_similarity,float64,12000,289,0.7392,model output — brand-fit composite (src/models/brandfit.py)
campaign_fit,fit_category_match,float64,12000,3,1.0,model output — brand-fit composite (src/models/brandfit.py)
campaign_fit,fit_audience_match,float64,12000,4,1.0,model output — brand-fit composite (src/models/brandfit.py)
campaign_fit,fit_content_safety,float64,12000,13,1.0,model output — brand-fit composite (src/models/brandfit.py)
campaign_fit,fit_consistency,float64,12000,962,0.7006,model output — brand-fit composite (src/models/brandfit.py)
campaign_fit,brand_id,str,12000,6,BRD0002,identifier
campaign_fit,influencer_id,str,12000,2000,INF00778,identifier
campaign_fit,semantic_cosine,float64,12000,324,0.4784,model output — brand-fit composite (src/models/brandfit.py)
campaign_fit,semantic_imputed,bool,12000,2,true,model output — brand-fit composite (src/models/brandfit.py)
campaign_fit,campaign_id,str,12000,6,CMP00,identifier
campaign_fit,name_campaign,str,12000,6,Monsoon Skin Reset,"presentation — generated deterministically from the creator id, never a model input"
campaign_fit,budget_inr,float64,12000,6,750000.0,derived
campaign_fit,max_per_creator,float64,12000,6,160000.0,derived
campaign_fit,min_followers,int64,12000,5,3000,derived
campaign_fit,deliverables,object,12000,6,"[{""type"": ""Reel"", ""qty"": 2, ""platform"": ""Instagram""}, {""type",derived
campaign_fit,deliverable_label,str,12000,6,"2 Reel, 3 Story",derived
campaign_fit,name,str,12000,1343,Rahul Gupta,"presentation — generated deterministically from the creator id, never a model input"
campaign_fit,nectar_handle,str,12000,2000,@rahulgupta,"presentation — generated deterministically from the creator id, never a model input"
campaign_fit,initials,str,12000,235,RG,"presentation — generated deterministically from the creator id, never a model input"
campaign_fit,avatar_color,str,12000,10,#C2185B,"presentation — generated deterministically from the creator id, never a model input"
campaign_fit,city,str,12000,36,Riyadh,"presentation — generated deterministically from the creator id, never a model input"
campaign_fit,bio,str,12000,12,"Beauty creator. Honest reviews, everyday routines.","presentation — generated deterministically from the creator id, never a model input"
campaign_fit,categories,object,12000,132,"[""Beauty"", ""Travel""]",derived
campaign_fit,platform_names,object,12000,16,"[""Instagram"", ""YouTube""]",derived
campaign_fit,followers,int32,12000,1844,800,generated — the synthetic creator universe (src/data/generate_synthetic.py)
campaign_fit,follower_tier,str,12000,5,Nano,generated — the synthetic creator universe (src/data/generate_synthetic.py)
campaign_fit,engagement_rate,float32,12000,2000,0.12300571799278259,generated — the synthetic creator universe (src/data/generate_synthetic.py)
campaign_fit,er_vs_benchmark,float32,12000,2000,1.4225457906723022,generated — the synthetic creator universe (src/data/generate_synthetic.py)
campaign_fit,avg_views,int32,12000,1897,471,generated — the synthetic creator universe (src/data/generate_synthetic.py)
campaign_fit,follower_growth_rate,float32,12000,2000,0.060433126986026764,generated — the synthetic creator universe (src/data/generate_synthetic.py)
campaign_fit,comments_to_likes,float32,12000,2000,0.05316147580742836,generated — the synthetic creator universe (src/data/generate_synthetic.py)
campaign_fit,content_promo_rate,float32,12000,280,0.07692307978868484,measured — NLP pipeline over the creator's captions
campaign_fit,content_irony_rate,float32,12000,3,0.0,measured — NLP pipeline over the creator's captions
campaign_fit,pagerank_pct,float32,12000,1920,0.12250000238418579,measured — co-behaviour graph (src/network/sna.py)
campaign_fit,primary_niche,str,12000,12,Beauty,derived
campaign_fit,verified,bool,12000,2,false,derived
campaign_fit,availability,str,12000,3,Available,"presentation — generated deterministically from the creator id, never a model input"
campaign_fit,available_window,str,12000,145,5–21 Sept,"presentation — generated deterministically from the creator id, never a model input"
campaign_fit,rate_reel,float64,12000,736,1400.0,model output — LightGBM performance or price model
campaign_fit,rate_story,float64,12000,444,500.0,model output — LightGBM performance or price model
campaign_fit,rate_carousel,float64,12000,621,900.0,model output — LightGBM performance or price model
campaign_fit,rate_from,float64,12000,444,500.0,model output — LightGBM performance or price model
campaign_fit,price_estimate_inr,float32,12000,1946,1355.0,model output — LightGBM performance or price model
campaign_fit,score_rate,float32,12000,1001,68.5999984741211,model output — LightGBM performance or price model
campaign_fit,score_reach,float32,12000,1001,3.0,model output — LightGBM performance or price model
campaign_fit,score_balanced,float32,12000,890,21.200000762939453,model output — LightGBM performance or price model
campaign_fit,predicted_campaign_er,float32,12000,2000,0.02753073163330555,model output — LightGBM performance or price model
campaign_fit,audience_age,object,12000,5,"[{""range"": ""13-17"", ""pct"": 22}, {""range"": ""18-24"", ""pct"": 35",generated — the synthetic creator universe (src/data/generate_synthetic.py)
campaign_fit,audience_gender,object,12000,93,"[{""label"": ""Female"", ""pct"": 36}, {""label"": ""Male"", ""pct"": 64",generated — the synthetic creator universe (src/data/generate_synthetic.py)
campaign_fit,audience_locations,object,12000,36,"[{""city"": ""Abu Dhabi"", ""pct"": 38}, {""city"": ""Doha"", ""pct"": 2",generated — the synthetic creator universe (src/data/generate_synthetic.py)
campaign_fit,platforms,object,12000,1972,"{""Instagram"": 800, ""YouTube"": 352.0, ""Snapchat"": null, ""Moj""",derived
campaign_fit,posting_frequency_month,float32,12000,2000,22.258115768432617,generated — the synthetic creator universe (src/data/generate_synthetic.py)
campaign_fit,campaign_fit,float64,12000,42,89.0,model output — brand-fit composite (src/models/brandfit.py)
campaign_fit,org_fit,float64,12000,40,90.0,model output — brand-fit composite (src/models/brandfit.py)
campaign_fit,fit_band,str,12000,3,High fit,model output — brand-fit composite (src/models/brandfit.py)
campaign_fit,org_band,str,12000,3,High fit,derived
campaign_fit,blocked,bool,12000,1,false,derived
campaign_fit,ad_saturated,bool,12000,2,false,derived
campaign_fit,safety_flags,object,12000,35,[],derived
campaign_fit,brief_fee_inr,float64,12000,2661,4300.0,model output — LightGBM performance or price model
campaign_fit,within_budget,bool,12000,2,true,derived
campaign_fit,meets_audience_floor,bool,12000,2,false,derived
campaign_fit,eligible,bool,12000,2,false,derived
campaign_fit,fit_budget,float64,12000,101,100.0,model output — brand-fit composite (src/models/brandfit.py)
campaign_fit,fit_audience,float64,12000,4,100.0,model output — brand-fit composite (src/models/brandfit.py)
campaign_fit,fit_category,float64,12000,3,100.0,model output — brand-fit composite (src/models/brandfit.py)
campaign_fit,fit_deliverable,float64,12000,45,70.0,model output — brand-fit composite (src/models/brandfit.py)
campaign_fit,rank_best,int64,12000,2000,1,derived
campaign_fit,rank_engagement,int64,12000,2000,12,derived
campaign_fit,rank_reach,int64,12000,2000,1947,derived
campaign_fit,what_helped,object,12000,1660,"[""Engagement is 1.4\u00d7 the published benchmark for this s",derived
campaign_fit,what_held_back,object,12000,612,[],derived
campaign_fit,match_reasons,object,12000,365,"[""Engagement is 1.4\u00d7 the published benchmark for this s",derived
requests,request_id,str,194,194,MN-2026-100,identifier
requests,campaign_id,str,194,5,CMP00,identifier
requests,campaign_name,str,194,5,Monsoon Skin Reset,derived
requests,brand_name,str,194,5,Minimalist Labs,derived
requests,brand_category,str,194,5,Beauty,derived
requests,influencer_id,str,194,194,INF01951,identifier
requests,creator_name,str,194,186,Manav Nair,derived
requests,creator_handle,str,194,194,@manavnair,derived
requests,initials,str,194,109,MN,"presentation — generated deterministically from the creator id, never a model input"
requests,avatar_color,str,194,10,#C2185B,"presentation — generated deterministically from the creator id, never a model input"
requests,followers,int64,194,194,12728,generated — the synthetic creator universe (src/data/generate_synthetic.py)
requests,campaign_fit,float64,194,12,88.0,model output — brand-fit composite (src/models/brandfit.py)
requests,org_fit,float64,194,24,85.0,model output — brand-fit composite (src/models/brandfit.py)
requests,stage_index,int64,194,9,8,simulated — the transactional layer (src/nectar/build_pipeline.py)
requests,status,str,194,10,Paid,simulated — the transactional layer (src/nectar/build_pipeline.py)
requests,fee_inr,float64,194,167,30700.0,generated — the synthetic universe's realised outcome
requests,counter_fee_inr,float64,24,24,NaN,simulated — the transactional layer (src/nectar/build_pipeline.py)
requests,deliverables,str,194,5,"2 Reel, 3 Story",derived
requests,sent_at,str,194,20,2026-08-15,simulated — the transactional layer (src/nectar/build_pipeline.py)
requests,viewed_at,str,170,20,2026-08-16,simulated — the transactional layer (src/nectar/build_pipeline.py)
requests,responded_at,str,93,19,2026-08-18,simulated — the transactional layer (src/nectar/build_pipeline.py)
requests,deadline,str,194,2,2026-09-30,derived
requests,payment,str,194,1,Paid,simulated — the transactional layer (src/nectar/build_pipeline.py)
requests,usage_rights,str,194,1,30 days,simulated — the transactional layer (src/nectar/build_pipeline.py)
requests,exclusivity,str,194,1,No,simulated — the transactional layer (src/nectar/build_pipeline.py)
messages,request_id,str,310,170,MN-2026-100,identifier
messages,seq,int64,310,3,0,simulated — the transactional layer (src/nectar/build_pipeline.py)
messages,sender,str,310,2,brand,simulated — the transactional layer (src/nectar/build_pipeline.py)
messages,sender_name,str,310,98,Minimalist Labs,simulated — the transactional layer (src/nectar/build_pipeline.py)
messages,timestamp,str,310,39,2026-08-15,derived
messages,body,str,310,141,Hi Manav — we'd love to have you for Monsoon Skin Reset. Her,simulated — the transactional layer (src/nectar/build_pipeline.py)
messages,offer_inr,float64,263,167,30700.0,simulated — the transactional layer (src/nectar/build_pipeline.py)
messages,offer_note,str,263,11,"2 Reel, 3 Story · 2026-09-30",simulated — the transactional layer (src/nectar/build_pipeline.py)
funnel,campaign_id,str,45,5,CMP00,identifier
funnel,stage,str,45,9,Drafted,derived
funnel,stage_index,int64,45,9,0,simulated — the transactional layer (src/nectar/build_pipeline.py)
funnel,count,int64,45,18,42,derived
campaign_summary,campaign_id,str,6,6,CMP00,identifier
campaign_summary,spend,float64,6,6,583900.0,derived
campaign_summary,reach,float64,6,6,498750.0,derived
campaign_summary,engagements,float64,6,6,32680.0,derived
campaign_summary,creators,float64,6,4,13.0,derived
campaign_summary,name,str,6,6,Monsoon Skin Reset,"presentation — generated deterministically from the creator id, never a model input"
campaign_summary,category,str,6,6,Beauty,derived
campaign_summary,budget_inr,float64,6,6,750000.0,derived
campaign_summary,status,str,6,3,Live,simulated — the transactional layer (src/nectar/build_pipeline.py)
campaign_summary,avg_cpe,float64,5,5,17.87,generated — the synthetic creator universe (src/data/generate_synthetic.py)
campaign_summary,avg_cpr,float64,5,5,1.171,generated — the synthetic creator universe (src/data/generate_synthetic.py)
campaign_summary,budget_used,float64,6,6,0.779,derived
campaign_summary,predicted_er,float64,6,6,0.020650733820562716,model output — LightGBM performance or price model
campaign_summary,actual_er,float64,6,6,0.02304847313860651,generated — the synthetic universe's realised outcome
campaign_summary,n_campaigns,int64,6,6,166,derived
campaign_summary,vs_predicted,float64,6,6,11.6,derived
campaign_summary,predicted_reach,float64,6,6,446909.0,model output — LightGBM performance or price model
campaign_summary,predicted_engagements,float64,6,6,29283.0,model output — LightGBM performance or price model
creator_performance,request_id,str,69,69,MN-2026-100,identifier
creator_performance,campaign_id,str,69,5,CMP00,identifier
creator_performance,campaign_name,str,69,5,Monsoon Skin Reset,derived
creator_performance,brand_name,str,69,5,Minimalist Labs,derived
creator_performance,brand_category,str,69,5,Beauty,derived
creator_performance,influencer_id,str,69,69,INF01951,identifier
creator_performance,creator_name,str,69,69,Manav Nair,derived
creator_performance,creator_handle,str,69,69,@manavnair,derived
creator_performance,initials,str,69,51,MN,"presentation — generated deterministically from the creator id, never a model input"
creator_performance,avatar_color,str,69,10,#C2185B,"presentation — generated deterministically from the creator id, never a model input"
creator_performance,followers,int64,69,69,12728,generated — the synthetic creator universe (src/data/generate_synthetic.py)
creator_performance,campaign_fit,float64,69,10,88.0,model output — brand-fit composite (src/models/brandfit.py)
creator_performance,org_fit,float64,69,16,85.0,model output — brand-fit composite (src/models/brandfit.py)
creator_performance,stage_index,int64,69,5,8,simulated — the transactional layer (src/nectar/build_pipeline.py)
creator_performance,status,str,69,5,Paid,simulated — the transactional layer (src/nectar/build_pipeline.py)
creator_performance,fee_inr,float64,69,67,30700.0,generated — the synthetic universe's realised outcome
creator_performance,counter_fee_inr,float64,0,0,,simulated — the transactional layer (src/nectar/build_pipeline.py)
creator_performance,deliverables,str,69,5,"2 Reel, 3 Story",derived
creator_performance,sent_at,str,69,19,2026-08-15,simulated — the transactional layer (src/nectar/build_pipeline.py)
creator_performance,viewed_at,str,69,19,2026-08-16,simulated — the transactional layer (src/nectar/build_pipeline.py)
creator_performance,responded_at,str,69,19,2026-08-18,simulated — the transactional layer (src/nectar/build_pipeline.py)
creator_performance,deadline,str,69,2,2026-09-30,derived
creator_performance,payment,str,69,1,Paid,simulated — the transactional layer (src/nectar/build_pipeline.py)
creator_performance,usage_rights,str,69,1,30 days,simulated — the transactional layer (src/nectar/build_pipeline.py)
creator_performance,exclusivity,str,69,1,No,simulated — the transactional layer (src/nectar/build_pipeline.py)
creator_performance,avg_reach,int32,69,69,5825,generated — the synthetic creator universe (src/data/generate_synthetic.py)
creator_performance,engagement_rate,float32,69,69,0.027507396414875984,generated — the synthetic creator universe (src/data/generate_synthetic.py)
creator_performance,avg_views,int32,69,69,8003,generated — the synthetic creator universe (src/data/generate_synthetic.py)
creator_performance,reach,int64,69,69,29125,derived
creator_performance,engagements,float64,69,68,1751.0,derived
creator_performance,cost,float64,69,67,30700.0,derived
creator_performance,cpe,float64,69,69,17.53,derived
creator_performance,cpr,float64,69,66,1.054,derived
creator_history,request_id,str,1417,1417,OM-H0000,identifier
creator_history,influencer_id,str,1417,400,INF01268,identifier
creator_history,brand_id,str,1417,120,BRD0084,identifier
creator_history,brand_name,str,1417,102,Kuvera Labs,derived
creator_history,brand_category,str,1417,12,Finance,derived
creator_history,campaign_name,str,1417,264,Kuvera Edit,derived
creator_history,deliverables,str,1417,6,3 Reel,derived
creator_history,fee_inr,float64,1417,685,3600.0,generated — the synthetic universe's realised outcome
creator_history,counter_fee_inr,float64,158,153,NaN,simulated — the transactional layer (src/nectar/build_pipeline.py)
creator_history,status,str,1417,7,Approved,simulated — the transactional layer (src/nectar/build_pipeline.py)
creator_history,stage_index,int64,1417,6,7,simulated — the transactional layer (src/nectar/build_pipeline.py)
creator_history,campaign_fit,float64,1417,34,87.0,model output — brand-fit composite (src/models/brandfit.py)
creator_history,month,str,1417,6,Mar,simulated — the transactional layer (src/nectar/build_pipeline.py)
creator_history,date,str,1417,162,2026-03-16,derived
creator_history,deadline,str,1417,96,2026-03-28,derived
creator_history,creator_name,str,1417,369,Om Malhotra,derived
creator_history,creator_handle,str,1417,400,@ommalhotra,derived
creator_history,initials,str,1417,163,OM,"presentation — generated deterministically from the creator id, never a model input"
creator_history,avatar_color,str,1417,10,#2E7D8F,"presentation — generated deterministically from the creator id, never a model input"
creator_history,payment,str,1417,1,Paid,simulated — the transactional layer (src/nectar/build_pipeline.py)
creator_history,usage_rights,str,1417,1,30 days,simulated — the transactional layer (src/nectar/build_pipeline.py)
creator_history,exclusivity,str,1417,1,No,simulated — the transactional layer (src/nectar/build_pipeline.py)
earnings,influencer_id,str,2124,354,INF00002,identifier
earnings,month,str,2124,6,Mar,simulated — the transactional layer (src/nectar/build_pipeline.py)
earnings,amount,float64,2124,433,0.0,derived
category_fit,influencer_id,str,24000,2000,INF00000,identifier
category_fit,category,str,24000,12,Finance,derived
category_fit,fit,float64,24000,3047,0.7828,derived
category_fit,fit_pct,float64,24000,42,78.0,model output — brand-fit composite (src/models/brandfit.py)
category_fit,brands,int64,24000,8,11,derived
model_calibration,brand_category,str,12,12,Automotive,derived
model_calibration,predicted_er,float64,12,12,0.011813010793305358,model output — LightGBM performance or price model
model_calibration,actual_er,float64,12,12,0.012752096323485063,generated — the synthetic universe's realised outcome
model_calibration,n_campaigns,int64,12,12,223,derived
brands,brand_id,str,120,120,BRD0000,identifier
brands,brand_name,str,120,102,Cult Fit Group,derived
brands,category,str,120,12,Fitness,derived
brands,target_geo,str,120,7,MENA,derived
brands,target_age_band,str,120,3,35-44,derived
brands,budget_inr,int64,120,5,400000,derived
brands,brand_keywords,str,120,111,running shoes|whey protein|resistance bands,derived
brands,competitor_brands,str,120,103,Adidas|Decathlon,derived
brand_fit_sbert,brand_fit,float64,7200,2088,0.0,model output — brand-fit composite (src/models/brandfit.py)
brand_fit_sbert,brand_fit_ungated,float64,7200,1417,0.7944,model output — brand-fit composite (src/models/brandfit.py)
brand_fit_sbert,gate_multiplier,float64,7200,7,0.0,derived
brand_fit_sbert,gate_reasons,str,7200,836,BLOCKED: recent commercial relationship with competitor(s) a,derived
brand_fit_sbert,fit_semantic_similarity,float64,7200,1170,0.7418,model output — brand-fit composite (src/models/brandfit.py)
brand_fit_sbert,fit_category_match,float64,7200,3,1.0,model output — brand-fit composite (src/models/brandfit.py)
brand_fit_sbert,fit_audience_match,float64,7200,4,0.495,model output — brand-fit composite (src/models/brandfit.py)
brand_fit_sbert,fit_content_safety,float64,7200,11,1.0,model output — brand-fit composite (src/models/brandfit.py)
brand_fit_sbert,fit_consistency,float64,7200,711,0.6638,model output — brand-fit composite (src/models/brandfit.py)
brand_fit_sbert,brand_id,str,7200,120,BRD0000,identifier
brand_fit_sbert,influencer_id,str,7200,1151,INF01098,identifier
